family ID,family name,subfamily name,taxon range,Amborella trichopoda,Arabidopsis thaliana,Brachypodium distachyon,Brassica napus,Brassica rapa subsp. Pekinensis,Capsicum annuum,Chlamydomonas reinhardtii,Citrus sinensis,Cucumis sativus,Erythranthe guttata,Eucalyptus grandis,Glycine max,Gossypium hirsutum,Helianthus annuus,Hordeum vulgare subsp. vulgare,Juglans regia,Lactuca sativa,Manihot esculenta,Medicago truncatula,Musa acuminata subsp. malaccensis,Nelumbo nucifera,Nicotiana tabacum,Oryza sativa,Ostreococcus tauri,Phoenix dactylifera,Physcomitrella patens,Populus trichocarpa,Prunus persica,Ricinus communis,Selaginella moellendorffii,Setaria italica,Solanum lycopersicum,Solanum tuberosum,Sorghum bicolor,Spinacia oleracea,Theobroma cacao,Triticum aestivum,Vitis vinifera,Zea mays,Zostera marina,Caenorhabditis elegans,Danio rerio,Dictyostelium discoideum,Drosophila melanogaster,Escherichia coli,Homo sapiens,Mus musculus,Rattus norvegicus,Saccharomyces cerevisiae,Schizosaccharomyces pombe,GO terms (F),GO terms (P)
PTHR44414,PROTEIN NEDD1,PROTEIN NEDD1|,Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,gamma-tubulin binding|protein binding,centrosome cycle|mitotic cell cycle|protein localization to centrosome|regulation of cell cycle|spindle assembly involved in female meiosis I
PTHR44419,FAMILY NOT NAMED,"PROTOCHLOROPHYLLIDE REDUCTASE A, CHLOROPLASTIC|NADPH-PROTOCHLOROPHYLLIDE OXIDOREDUCTASE|PROTOCHLOROPHYLLIDE REDUCTASE B, CHLOROPLASTIC|PROTOCHLOROPHYLLIDE REDUCTASE C, CHLOROPLASTIC|",Viridiplantae,1,3,2,7,0,3,1,1,1,3,2,1,5,5,3,2,3,3,1,4,2,6,2,2,2,2,3,1,2,2,2,3,3,2,2,2,8,2,3,2,0,0,0,0,0,0,0,0,0,0,NADPH dehydrogenase activity|mRNA binding|protein binding|protochlorophyllide reductase activity,photomorphogenesis|response to ethylene|skotomorphogenesis
PTHR44420,GLUTATHIONE S-TRANSFERASE DHAR2-RELATED,"GLUTATHIONE S-TRANSFERASE DHAR2-RELATED|GST N-TERMINAL DOMAIN-CONTAINING PROTEIN|GLUTATHIONE S-TRANSFERASE DHAR3, CHLOROPLASTIC|DEHYDROASCORBATE REDUCTASE|F18O14.31-RELATED|REDUCTASE, PUTATIVE-RELATED|",Viridiplantae,2,5,2,7,0,3,1,2,2,2,3,4,6,10,2,4,3,2,2,4,3,3,2,0,4,4,4,2,3,7,3,7,2,3,2,3,5,2,4,2,0,0,0,0,0,0,0,0,0,0,glutathione binding|glutathione dehydrogenase (ascorbate) activity,ascorbate glutathione cycle|cellular oxidant detoxification|cellular response to hydrogen peroxide|oxidation-reduction process|positive regulation of salicylic acid mediated signaling pathway|protein glutathionylation|regulation of interspecies interactions between organisms|response to jasmonic acid|response to ozone|response to symbiotic fungus|response to zinc ion
PTHR44464,WD REPEAT-CONTAINING PROTEIN 17,WD REPEAT-CONTAINING PROTEIN 17|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,,
PTHR44489,FAMILY NOT NAMED,"WD REPEAT-CONTAINING PROTEIN 86|C3H1-TYPE DOMAIN-CONTAINING PROTEIN|WD_REPEATS_REGION DOMAIN-CONTAINING PROTEIN|OS01G0187500 PROTEIN|AND WD40 DOMAIN PROTEIN, PUTATIVE-RELATED|BNAC03G15740D PROTEIN|BNACNNG32770D PROTEIN|",Eukaryota,1,0,2,5,0,2,0,5,1,2,11,5,6,3,2,5,3,4,3,4,3,2,2,0,1,0,0,5,3,6,2,2,2,2,2,6,8,5,0,2,0,0,1,1,0,1,1,1,0,0,,
PTHR44499,JOUBERIN,JOUBERIN|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,identical protein binding|protein binding,cellular protein localization|central nervous system development|cilium assembly|cloaca development|determination of left/right symmetry|embryonic brain development|eye photoreceptor cell development|heart looping|hindbrain development|morphogenesis of a polarized epithelium|motile cilium assembly|negative regulation of apoptotic process|negative regulation of glucose import|non-motile cilium assembly|otic vesicle development|photoreceptor cell outer segment organization|positive regulation of gene expression|positive regulation of growth|positive regulation of neuron projection development|positive regulation of polarized epithelial cell differentiation|positive regulation of receptor internalization|positive regulation of transcription by RNA polymerase II|pronephric nephron tubule morphogenesis|protein localization to organelle|regulation of behavior|regulation of protein secretion|response to food|retina development in camera-type eye|retina layer formation|retinal cone cell development|retinal ganglion cell axon guidance|retinal rod cell development|specification of axis polarity|spinal cord development|transmembrane receptor protein tyrosine kinase signaling pathway|vesicle targeting|vesicle-mediated transport
PTHR44516,"2-METHYL-6-PHYTYL-1,4-HYDROQUINONE METHYLTRANSFERASE, CHLOROPLASTIC","2-METHYL-6-PHYTYL-1,4-HYDROQUINONE METHYLTRANSFERASE, CHLOROPLASTIC|SAM_MPBQ_MSBQ_MT DOMAIN-CONTAINING PROTEIN|2-METHYL-6-PHYTYL-1,4-HYDROQUINONE METHYLTRANSFERASE 1, CHLOROPLASTIC|",Viridiplantae,1,1,2,0,0,2,1,2,1,1,1,5,8,2,3,3,3,3,2,2,2,4,2,0,1,2,3,2,2,2,1,2,2,2,1,2,9,2,1,1,0,0,0,0,0,0,0,0,0,0,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity",plastoquinone biosynthetic process|vitamin E biosynthetic process
PTHR44520,RESPONSE REGULATOR RCP1-RELATED,RESPONSE REGULATOR RCP1|,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR44525,WD REPEAT-CONTAINING PROTEIN 27,WD REPEAT-CONTAINING PROTEIN 27|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,protein binding,
PTHR44542,THIOSULFATE SULFURTRANSFERASE 18,"RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 17|RHODANESE DOMAIN-CONTAINING PROTEIN|OS04G0249600 PROTEIN|PROTEIN HIGH ARSENIC CONTENT 1, MITOCHONDRIAL-RELATED|THIOSULFATE SULFURTRANSFERASE 18|",Viridiplantae,1,4,4,9,0,1,2,2,2,3,2,5,3,3,6,3,3,2,4,3,2,4,4,3,3,0,2,2,0,1,4,2,2,3,1,2,17,2,3,6,0,0,0,0,0,0,0,0,0,0,arsenate reductase activity|thiosulfate sulfurtransferase activity,detoxification of arsenic-containing substance|response to arsenic-containing substance
PTHR44548,GST N-TERMINAL DOMAIN-CONTAINING PROTEIN,GST N-TERMINAL DOMAIN-CONTAINING PROTEIN|,Magnoliophyta,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR44566,TRANSDUCIN/WD40 REPEAT-LIKE SUPERFAMILY PROTEIN,WD_REPEATS_REGION DOMAIN-CONTAINING PROTEIN|,Embryophyta,1,1,1,2,0,0,0,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,0,0,1,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR44573,"NADPH-DEPENDENT ALKENAL/ONE OXIDOREDUCTASE, CHLOROPLASTIC","NADPH-DEPENDENT ALKENAL/ONE OXIDOREDUCTASE, CHLOROPLASTIC|PKS_ER DOMAIN-CONTAINING PROTEIN|QUINONE OXIDOREDUCTASE-LIKE PROTEIN|",Embryophyta,2,1,1,2,0,2,0,3,2,4,10,9,10,4,2,6,3,2,8,1,2,4,1,0,2,2,2,8,4,2,1,1,1,1,1,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,2-alkenal reductase (NADP+) activity|enone reductase activity|transmembrane receptor protein serine/threonine kinase activity,defense response to bacterium|defense response to oomycetes|oxidation-reduction process|response to cold
PTHR44575,OS01G0589200 PROTEIN,METHYLTRANSF_11 DOMAIN-CONTAINING PROTEIN|METHYLTRANSF_25 DOMAIN-CONTAINING PROTEIN|,Embryophyta,0,5,1,5,0,2,0,0,2,1,0,0,1,1,1,1,1,1,0,1,1,0,2,0,1,2,6,3,3,0,2,0,1,2,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,,callus formation|pollen exine formation|pollen germination
PTHR44579,OS01G0730500 PROTEIN,J DOMAIN-CONTAINING PROTEIN|OS01G0730500 PROTEIN|OS05G0529700 PROTEIN|,Viridiplantae,2,1,3,1,0,1,2,1,1,1,1,5,2,1,3,1,1,1,2,3,2,2,3,1,2,3,3,1,1,5,5,1,1,4,1,1,9,1,4,2,0,0,0,0,0,0,0,0,0,0,,
PTHR44586,"F-BOX DOMAIN CONTAINING PROTEIN, EXPRESSED","OS11G0598000 PROTEIN|DUF295 DOMAIN-CONTAINING PROTEIN|F-BOX DOMAIN-CONTAINING PROTEIN|OS08G0426100 PROTEIN|F-BOX DOMAIN CONTAINING PROTEIN, EXPRESSED|OS06G0542701 PROTEIN|",commelinids,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,14,0,0,4,0,0,85,0,9,0,0,0,0,0,0,0,0,0,0,0,ATPase activity|microtubule binding|microtubule motor activity,microtubule-based movement
PTHR44591,STRESS RESPONSE REGULATOR PROTEIN 1,STRESS RESPONSE REGULATOR PROTEIN 1|RESPONSE REGULATORY DOMAIN-CONTAINING PROTEIN|,LUCA,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PTHR44656,DEHYDROGENASE/REDUCTASE SDR FAMILY MEMBER 12,DEHYDROGENASE/REDUCTASE SDR FAMILY MEMBER 12|SI:CH211-165B10.3|FLJ13639|DEHYDROGENASE/REDUCTASE (SDR FAMILY) MEMBER 12|,Eukaryota,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,1,0,0,0,0,,
PTHR44662,WD REPEAT-CONTAINING PROTEIN 81,WD REPEAT-CONTAINING PROTEIN 81|,Eukaryota,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,0,1,0,0,0,1,1,1,0,0,K63-linked polyubiquitin modification-dependent protein binding|phosphatidylinositol 3-kinase regulator activity|protein binding,aggrephagy|early endosome to late endosome transport|mitochondrion organization|negative regulation of phosphatase activity|protein stabilization|regulation of phosphatidylinositol 3-kinase activity|ubiquitin-dependent protein catabolic process
PTHR44675,PAK1 INTERACTING PROTEIN 1,WD_REPEATS_REGION DOMAIN-CONTAINING PROTEIN|,Eukaryota,2,1,1,2,0,0,1,1,1,1,1,2,2,1,2,3,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,0,1,1,1,1,0,1,1,1,0,0,1,2,0,0,0,0,1,1,protein binding|protein kinase inhibitor activity,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|regulation of actin cytoskeleton organization|regulation of microtubule cytoskeleton organization|ribosomal large subunit assembly|ribosomal large subunit biogenesis|ribosome biogenesis"
PTHR44688,FAMILY NOT NAMED,TRANSCRIPTIONAL ACTIVATOR PROTEIN BJAR1|REGULATORY PROTEIN SDIA|TRANSCRIPTIONAL REGULATORY PROTEIN FIXJ|DNA-BINDING TRANSCRIPTIONAL ACTIVATOR EVGA-RELATED|CSGBAC OPERON TRANSCRIPTIONAL REGULATORY PROTEIN|HTH-TYPE TRANSCRIPTIONAL REGULATOR MALT|,Eubacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,DNA-binding transcription repressor activity|bacterial-type cis-regulatory region sequence-specific DNA binding|identical protein binding|protein binding|sequence-specific DNA binding|trisaccharide binding,"positive regulation of DNA-templated transcription, initiation|positive regulation of cytokinesis|regulation of single-species biofilm formation|regulation of transcription, DNA-templated"
PTHR44742,FAMILY NOT NAMED,24-METHYLENESTEROL C-METHYLTRANSFERASE 2|METHYLTRANSFERASE|24-METHYLENESTEROL C-METHYLTRANSFERASE 3|,Embryophyta,1,2,2,3,0,2,0,1,1,2,0,2,4,3,2,2,2,3,1,2,1,4,1,0,2,3,2,1,1,2,1,3,3,1,1,1,6,2,4,2,0,0,0,0,0,0,0,0,0,0,S-adenosylmethionine-dependent methyltransferase activity,multidimensional cell growth|negative regulation of DNA endoreduplication|pattern specification process|seed trichome elongation|sterol biosynthetic process|xylem and phloem pattern formation
PTHR44743,"PUTATIVE, EXPRESSED-RELATED",CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN|J DOMAIN-CONTAINING PROTEIN|,Viridiplantae,3,4,4,6,0,3,1,4,4,5,4,10,12,5,5,5,4,5,3,8,6,6,4,0,5,0,5,3,4,2,11,4,4,6,2,4,17,3,7,1,0,0,0,0,0,0,0,0,0,0,,regulation of cellular response to heat|response to cyclopentenone
PTHR44749,SUPPRESSOR OF RPS4-RLD 1,SUPPRESSOR OF RPS4-RLD 1|,Eukaryota,2,1,1,1,0,2,1,2,1,2,2,4,1,1,1,1,1,1,1,4,1,2,1,0,1,1,1,1,1,0,1,1,0,1,2,1,3,1,1,2,0,0,1,0,0,0,0,0,0,0,cullin family protein binding|protein binding,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process|defense response to bacterium|defense response to bacterium, incompatible interaction|negative regulation of defense response"
PTHR44750,GLUTATHIONE S-TRANSFERASE T1-RELATED,"GLUTATHIONE S-TRANSFERASE T1-RELATED|GLUTATHIONE S-TRANSFERASE T1|GLUTATHIONE S-TRANSFERASE T1-LIKE|BNAC06G42280D PROTEIN|GLUTATHIONE S-TRANSFERASE, AMINO-TERMINAL DOMAIN PROTEIN|",Embryophyta,1,3,1,3,0,7,0,1,1,2,1,4,9,12,1,4,12,4,2,2,1,5,1,0,1,3,3,1,3,6,2,4,1,2,3,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,,
PTHR44757,DIGUANYLATE CYCLASE DGCP,CYCLIC DI-GMP PHOSPHODIESTERASE PDER|DIGUANYLATE CYCLASE DGCE-RELATED|,eurosids,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,GTP binding|cyclic-guanylate-specific phosphodiesterase activity|diguanylate cyclase activity|protein binding,cyclic-nucleotide-mediated signaling|negative regulation of cyclase activity|posttranscriptional regulation of gene expression
PTHR44791,TELOMERASE PROTEIN COMPONENT 1 TEP1,TELOMERASE PROTEIN COMPONENT 1|,Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,RNA binding|enzyme binding|p53 binding|protein binding|telomerase RNA binding|telomerase activity,telomere maintenance via recombination
PTHR44809,FAMILY NOT NAMED,PROTEIN O-MANNOSYL-TRANSFERASE TMTC1|,fabids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,mannosyltransferase activity|protein binding,protein O-linked mannosylation
PTHR44825,FAMILY NOT NAMED,DNAJ HOMOLOG SUBFAMILY C MEMBER 4|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,protein binding,spermatogenesis
PTHR44826,FAMILY NOT NAMED,PE REPEAT FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_4G13630)|SUBFAMILY NOT NAMED|,Chordata,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,,
PTHR44830,ELONGATION FACTOR 1 ALPHA,GTP_EFTU_D3 DOMAIN-CONTAINING PROTEIN|,Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,
PTHR44835,UDP-N-ACETYLGLUCOSAMINE--PEPTIDE N-ACETYLGLUCOSAMINYLTRANSFERASE SPINDLY-RELATED,PROTEIN O-GLCNAC TRANSFERASE|,Eukaryota,1,1,1,1,0,1,1,2,1,1,1,5,4,2,1,3,1,2,1,1,1,5,1,2,2,2,2,1,3,1,1,1,1,1,1,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,protein binding,cytokinin-activated signaling pathway|negative regulation of gibberellic acid mediated signaling pathway|regulation of reactive oxygen species metabolic process
PTHR44843,METHYLTRANSFERASE,METHYLTRANSFERASE|SUBFAMILY NOT NAMED|METHYLTRANSF_11 DOMAIN-CONTAINING PROTEIN|S-ADENOSYL-L-METHIONINE-DEPENDENT METHYLTRANSFERASE-RELATED|METHYLTRANSFERASE DOMAIN PROTEIN|,Embryophyta,1,1,2,1,0,1,0,1,2,3,2,6,6,3,0,2,3,1,5,2,2,3,0,0,2,1,5,2,1,0,2,2,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,,
PTHR44845,CARRIER DOMAIN-CONTAINING PROTEIN,CARRIER DOMAIN-CONTAINING PROTEIN|L-2-AMINOADIPATE REDUCTASE|,LUCA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,1,0,0,0,0,1,1,L-aminoadipate-semialdehyde dehydrogenase activity|acyl carrier activity|beta-alanyl-dopamine synthase activity|phosphopantetheine binding,amino acid adenylylation by nonribosomal peptide synthase|chitin-based cuticle sclerotization|cuticle pigmentation|dopamine metabolic process|histamine metabolic process|lysine biosynthetic process|lysine biosynthetic process via aminoadipic acid|negative regulation of melanin biosynthetic process|regulation of adult chitin-containing cuticle pigmentation
PTHR44846,FAMILY NOT NAMED,MANNOSYL-D-GLYCERATE TRANSPORT/METABOLISM SYSTEM REPRESSOR MNGR-RELATED|TRANSCRIPTIONAL REGULATOR OF 2-AMINOETHYLPHOSPHONATE DEGRADATION OPERONS-RELATED|HTH GNTR-TYPE DOMAIN-CONTAINING PROTEIN|,Eubacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,DNA-binding transcription factor activity|protein binding,"negative regulation of transcription, DNA-templated|response to heat"
PTHR44858,TETRATRICOPEPTIDE REPEAT PROTEIN 6,TETRATRICOPEPTIDE REPEAT PROTEIN 6|TPR_REGION DOMAIN-CONTAINING PROTEIN|,LUCA,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,,receptor-mediated virion attachment to host cell
PTHR44899,CAMK FAMILY PROTEIN KINASE,PROTEIN KINASE DOMAIN-CONTAINING PROTEIN|SERINE/THREONINE-PROTEIN KINASE NEK5|,Eukaryota,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,protein kinase activity,positive regulation of cysteine-type endopeptidase activity|positive regulation of striated muscle cell differentiation
PTHR44914,CHAPERONE PROTEIN DNAJ 13,CHAPERONE PROTEIN DNAJ 13|,Embryophyta,1,1,1,2,0,1,0,2,1,2,1,3,1,3,1,1,2,2,1,1,1,2,1,0,1,3,2,2,1,3,2,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,protein binding,response to very low light intensity stimulus|vegetative to reproductive phase transition of meristem
PTHR44916,CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN-RELATED,CHAPERONE PROTEIN DNAJ 6-RELATED|J DOMAIN-CONTAINING PROTEIN|,Viridiplantae,2,2,1,4,0,1,1,1,1,1,5,3,3,3,2,2,2,1,2,1,2,4,1,1,2,1,2,1,1,6,1,1,1,1,2,1,3,1,13,3,0,0,0,0,0,0,0,0,0,0,,
PTHR44917,PROTEIN HIGH CHLOROPHYLL FLUORESCENT 107,PROTEIN HIGH CHLOROPHYLL FLUORESCENT 107|,Viridiplantae,1,1,0,0,0,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,2,1,1,1,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,mRNA binding|protein self-association|single-stranded RNA binding,RNA processing|mRNA processing|negative regulation of exoribonuclease activity|plastid organization|regulation of translation|response to red light
PTHR44920,"RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 14, CHLOROPLASTIC-RELATED","RHODANESE DOMAIN-CONTAINING PROTEIN|RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 14, CHLOROPLASTIC|",Viridiplantae,1,1,1,4,0,1,4,1,1,1,1,3,1,1,0,1,1,1,1,1,1,2,1,3,1,2,3,1,1,3,1,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,
PTHR44927,FK506-BINDING PROTEIN 15,FK506-BINDING PROTEIN 15|,Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,protein binding,negative regulation of phosphatase activity
PTHR44936,SENSOR PROTEIN CREC,SENSOR HISTIDINE KINASE ENVZ|SENSOR PROTEIN RSTB|SENSOR PROTEIN CREC|,LUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,identical protein binding|phosphoprotein phosphatase activity|phosphorelay sensor kinase activity|protein binding,glycolytic fermentation|peptidyl-histidine phosphorylation|phosphorelay signal transduction system|phosphorylation|protein autophosphorylation|protein dephosphorylation|response to osmotic stress|signal transduction by protein phosphorylation
PTHR44942,FAMILY NOT NAMED,S-ADENOSYLMETHIONINE-DEPENDENT METHYLTRANSFERASE CRG1-RELATED|METHYLTRANSF_11 DOMAIN-CONTAINING PROTEIN|,Eukaryota,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,S-adenosylmethionine-dependent methyltransferase activity|mRNA binding|methyltransferase activity|trans-aconitate 3-methyltransferase activity,cellular response to amino acid starvation|lipid homeostasis
PTHR44943,CELLULOSE SYNTHASE OPERON PROTEIN C,CELLULOSE SYNTHASE OPERON PROTEIN C|,LUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
PTHR44947,OS05G0501001 PROTEIN,OS05G0501001 PROTEIN|,Poaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,
PTHR44998,FAMILY NOT NAMED,O-GLCNAC TRANSFERASE SUBUNIT P110|GLYCO_TRANSF_41 DOMAIN-CONTAINING PROTEIN|UDP-N-ACETYLGLUCOSAMINE--PEPTIDE N-ACETYLGLUCOSAMINYLTRANSFERASE SPINDLY-RELATED|,Embryophyta,0,1,3,2,0,1,0,1,0,0,1,3,2,1,0,1,1,2,0,0,2,1,1,0,0,2,1,0,0,1,1,2,1,0,2,0,2,3,6,1,0,0,0,0,0,0,0,0,0,0,"protein binding|transferase activity, transferring glycosyl groups",negative regulation of flower development|protein O-linked glycosylation|vegetative to reproductive phase transition of meristem
PTHR45000,CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN,J DOMAIN-CONTAINING PROTEIN|OS07G0124800 PROTEIN|,Embryophyta,1,1,2,1,0,1,0,1,1,2,2,5,4,3,1,3,1,2,3,3,0,2,2,0,2,1,2,1,1,1,2,1,1,2,1,1,6,1,2,1,0,0,0,0,0,0,0,0,0,0,,defense response
PTHR45005,FAMILY NOT NAMED,PROTEIN HLB1|EXPRESSED PROTEIN|PLANT SPECIFIC MITOCHONDRIAL IMPORT RECEPTOR-RELATED|,Viridiplantae,1,1,2,3,0,1,1,1,1,2,1,2,9,4,2,2,5,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,0,1,1,1,7,1,2,3,0,0,0,0,0,0,0,0,0,0,protein binding,exocytosis|root hair cell development|root hair cell tip growth|root hair elongation|vesicle-mediated transport
PTHR45008,PTS SYSTEM GLUCOSE-SPECIFIC EIIA COMPONENT,PTS SYSTEM GLUCOSE-SPECIFIC EIIA COMPONENT|,Eubacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kinase activity|protein binding,negative regulation of carbohydrate metabolic process|phosphoenolpyruvate-dependent sugar phosphotransferase system|regulation of carbohydrate utilization
PTHR45023,FAMILY NOT NAMED,OS06G0521000 PROTEIN|OS08G0225900 PROTEIN|NAM-ASSOCIATED DOMAIN-CONTAINING PROTEIN|PUTATIVE-RELATED|,Mesangiosperma,0,0,15,20,0,0,0,0,0,0,0,38,0,21,0,2,9,0,52,0,0,0,10,0,0,0,0,0,0,0,7,0,0,7,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,,
PTHR45024,"DEHYDROGENASES, SHORT CHAIN",SCP2 DOMAIN-CONTAINING PROTEIN|,Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,acyl-CoA metabolic process|ascaroside biosynthetic process|cAMP-mediated signaling|dauer entry|fatty acid metabolic process|negative regulation of lipid storage|pheromone biosynthetic process|positive regulation of developmental growth|positive regulation of nematode larval development|response to pheromone|sorocarp development|very long-chain fatty acid metabolic process
